gene_id,gene_symbol,gene_name,alternate_names,alternate_symbols,vip_status
PA145148067,SMPD4,sphingomyelin phosphodiesterase 4,"""neutral sphingomyelinase-3"", ""sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)""","FLJ20297, FLJ20756, KIAA1418, NET13, NSMASE3, nSMase-3",Yes
PA134932128,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,"""acid sphingomyelinase-like phosphodiesterase 3a"", ""sphingomyelin phosphodiesterase, acid-like 3A""","ASM3A, ASML3a, FLJ20177, yR36GH4.1",Yes
PA134889099,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B,"sphingomyelin phosphodiesterase, acid-like 3B",ASML3B,Yes
PA35971,SMPX,small muscle protein X-linked,"small muscle protein, X-linked","Chisel, Csl, DFN6, DFNX4",Yes
PA38824,SMR3A,submaxillary gland androgen regulated protein 3A,Unknown,"PBI, PRL5, PROL5",Yes
PA33805,SMR3B,submaxillary gland androgen regulated protein 3B,Unknown,"P-B, PRL3, PROL3",Yes
PA35972,SMS,spermine synthase,Unknown,"MRSR, SPMSY, SRS, SpS",Yes
PA35975,SMTN,smoothelin,Unknown,Unknown,Yes
PA143485618,SMTNL1,smoothelin like 1,"calponin homology-associated smooth muscle protein, smoothelin-like 1",CHASM,Yes
PA145007828,SMTNL2,smoothelin like 2,smoothelin-like 2,FLJ42461,Yes
PA134903890,SMU1,SMU1 DNA replication regulator and spliceosomal factor,"""SMU1, DNA replication regulator and spliceosomal factor"", ""functional spliceosome-associated protein 57"", ""smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)""","BWD, FLJ10805, SMU-1, fSAP57",Yes
PA142670895,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1,Unknown,"FDG, HMUDG, UNG3",Yes
PA134987175,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,Unknown,KIAA1625,Yes
PA134985524,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,Unknown,Unknown,Yes
PA134862943,SMYD1,SET and MYND domain containing 1,Unknown,"BOP, KMT3D, ZMYND22",Yes
PA134930268,SMYD2,SET and MYND domain containing 2,Unknown,"HSKM-B, KMT3C, ZMYND14",Yes
PA37972,SMYD3,SET and MYND domain containing 3,Unknown,"KMT3E, ZMYND1, ZNFN3A1",Yes
PA134925431,SMYD4,SET and MYND domain containing 4,Unknown,"KIAA1936, ZMYND21",Yes
PA34190,SMYD5,SMYD family member 5,Unknown,"NN8-4AG, RAI15, RRG1, ZMYND23",Yes
PA35977,SNAI1,snail family transcriptional repressor 1,"snail family zinc finger 1, snail homolog 1 (Drosophila)","SLUGH2, SNA, SNAH, SNAIL, SNAIL1",Yes
PA35978,SNAI1P1,snail homolog 1 (Drosophila) pseudogene 1,Unknown,SNAI1L,Yes
PA35945,SNAI2,snail family transcriptional repressor 2,"snail family zinc finger 2, snail homolog 2 (Drosophila)","SLUG, SLUGH, SLUGH1, SNAIL2",Yes
PA134988226,SNAI3,snail family transcriptional repressor 3,"snail family zinc finger 3, snail homolog 3 (Drosophila)","SMUC, ZNF293, Zfp293",Yes
PA35979,SNAP23,synaptosome associated protein 23,"synaptosomal-associated protein, 23kDa","HsT17016, SNAP23A, SNAP23B",Yes
PA35980,SNAP25,synaptosome associated protein 25,"""resistance to inhibitors of cholinesterase 4 homolog"", ""synaptosomal-associated protein, 25kDa""","RIC-4, RIC4, SEC9, SNAP, SNAP-25, bA416N4.2, dJ1068F16.2",Yes
PA35981,SNAP29,synaptosome associated protein 29,"""cerebral dysgenesis, neuropathy, ichthyosis and keratoderma syndrome"", ""soluble 29 kDa NSF attachment protein"", ""synaptosomal-associated protein, 29kDa""","CEDNIK, SNAP-29",Yes
PA164725983,SNAP47,synaptosome associated protein 47,"synaptosomal-associated protein, 47kDa","C1orf142, SNAP-47, SVAP1",Yes
PA37956,SNAP91,synaptosome associated protein 91,"synaptosomal-associated protein, 91kDa","AP180, CALM, KIAA0656",Yes
PA35982,SNAPC1,small nuclear RNA activating complex polypeptide 1,"small nuclear RNA activating complex, polypeptide 1, 43kDa","PTFgamma, SNAP43",Yes
PA35983,SNAPC2,small nuclear RNA activating complex polypeptide 2,"small nuclear RNA activating complex, polypeptide 2, 45kDa","PTFdelta, SNAP45",Yes
PA35984,SNAPC3,small nuclear RNA activating complex polypeptide 3,"small nuclear RNA activating complex, polypeptide 3, 50kDa","MGC132011, MGC33124, PTFbeta, SNAP50",Yes
PA35985,SNAPC4,small nuclear RNA activating complex polypeptide 4,"small nuclear RNA activating complex, polypeptide 4, 190kDa","FLJ13451, PTFalpha, SNAP190",Yes
PA37967,SNAPC5,small nuclear RNA activating complex polypeptide 5,"small nuclear RNA activating complex, polypeptide 5, 19kDa",SNAP19,Yes
PA165618222,SNAPC5P1,"small nuclear RNA activating complex, polypeptide 5, 19kDa pseudogene 1",Unknown,Unknown,Yes
PA162404012,SNAPIN,SNAP associated protein,"""BLOC-1 related complex subunit 3"", ""SNAP-25-binding protein"", ""SNAP-associated protein"", ""biogenesis of lysosomal organelles complex-1, subunit 7"", ""snapin""","BLOC1S7, BORCS3, SNAPAP",Yes
PA162404025,SNAR-A1,small ILF3/NF90-associated RNA A1,Unknown,SNAR-A53113498,Yes
PA162404026,SNAR-A10,small ILF3/NF90-associated RNA A10,Unknown,snaR-A55318263,Yes
PA162404027,SNAR-A11,small ILF3/NF90-associated RNA A11,Unknown,snaR-A55323591,Yes
PA162404028,SNAR-A12,small ILF3/NF90-associated RNA A12,Unknown,Unknown,Yes
PA162404029,SNAR-A13,small ILF3/NF90-associated RNA A13,Unknown,snaR-A53139991,Yes
PA162404030,SNAR-A14,small ILF3/NF90-associated RNA A14,Unknown,SNAR-A55293015,Yes
PA162404031,SNAR-A2,small ILF3/NF90-associated RNA A2,Unknown,SNAR-A53129250,Yes
PA162404032,SNAR-A3,small ILF3/NF90-associated RNA A3,Unknown,snaR-A53118848,Yes
PA162404033,SNAR-A4,small ILF3/NF90-associated RNA A4,Unknown,snaR-A55287678,Yes
PA162404034,SNAR-A5,small ILF3/NF90-associated RNA A5,Unknown,snaR-A55296080,Yes
PA162404035,SNAR-A6,small ILF3/NF90-associated RNA A6,Unknown,snaR-A55299144,Yes
PA162404036,SNAR-A7,small ILF3/NF90-associated RNA A7,Unknown,snaR-A55302203,Yes
PA162404037,SNAR-A8,small ILF3/NF90-associated RNA A8,Unknown,snaR-A55307557,Yes
PA162404038,SNAR-A9,small ILF3/NF90-associated RNA A9,Unknown,snaR-A55312909,Yes
PA162404039,SNAR-B1,small ILF3/NF90-associated RNA B1,Unknown,Unknown,Yes
PA162404040,SNAR-B2,small ILF3/NF90-associated RNA B2,Unknown,Unknown,Yes
PA162404041,SNAR-C1,small ILF3/NF90-associated RNA C1,Unknown,Unknown,Yes
PA162404042,SNAR-C2,small ILF3/NF90-associated RNA C2,Unknown,Unknown,Yes
PA162404043,SNAR-C3,small ILF3/NF90-associated RNA C3,Unknown,Unknown,Yes
PA162404044,SNAR-C4,small ILF3/NF90-associated RNA C4,Unknown,Unknown,Yes
PA162404045,SNAR-C5,small ILF3/NF90-associated RNA C5,Unknown,Unknown,Yes
PA162404046,SNAR-D,small ILF3/NF90-associated RNA D,Unknown,Unknown,Yes
PA162404047,SNAR-E,small ILF3/NF90-associated RNA E,Unknown,Unknown,Yes
PA162404048,SNAR-F,small ILF3/NF90-associated RNA F,Unknown,Unknown,Yes
PA162404049,SNAR-G1,small ILF3/NF90-associated RNA G1,Unknown,Unknown,Yes
PA162404050,SNAR-G2,small ILF3/NF90-associated RNA G2,Unknown,Unknown,Yes
PA162404051,SNAR-H,small ILF3/NF90-associated RNA H,small ILF3/NF90-associated RNA 2,snaR-2,Yes
PA162404052,SNAR-I,small ILF3/NF90-associated RNA I,small ILF3/NF90-associated RNA 3,snaR-3,Yes
PA35986,SNCA,synuclein alpha,"""a-synuclein"", ""non A4 component of amyloid precursor"", ""synuclein, alpha (non A4 component of amyloid precursor)"", ""Î±-synuclein"", ""α-synuclein""","NACP, PARK1, PARK4, PD1, alpha-synuclein",Yes
PA35987,SNCAIP,synuclein alpha interacting protein,"""synphilin"", ""synuclein, alpha interacting protein""",SYPH1,Yes
PA35988,SNCB,synuclein beta,"""synuclein, beta"", ""Î²-synuclein"", ""ß-synuclein"", ""β-synuclein""",Unknown,Yes
PA35989,SNCG,synuclein gamma,"""breast cancer-specific gene 1"", ""synoretin"", ""synuclein, gamma (breast cancer-specific protein 1)"", ""¿-synuclein"", ""É£-synuclein"", ""ɣ-synuclein""","BCSG1, SR, persyn",Yes
PA162404053,SND1,staphylococcal nuclease and tudor domain containing 1,"Tudor-SN, p100 EBNA2 co-activator","TDRD11, TSN, p100",Yes
PA162380606,SND1-IT1,SND1 intronic transcript 1 (non-protein coding),nasopharyngeal carcinoma associated gene protein-8,"NAG8, NSG-X",Yes
PA134946370,SNED1,"sushi, nidogen and EGF like domains 1","sushi, nidogen and EGF-like domains 1","FLJ00133, SST3, Snep",Yes
PA142670892,SNF8,SNF8 subunit of ESCRT-II,"""SNF8, ESCRT-II complex subunit"", ""SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)""","Dot3, EAP30, VPS22",Yes
PA147357289,SNHG1,small nucleolar RNA host gene 1 (non-protein coding),"U22 snoRNA host gene, long intergenic non-protein coding RNA 57, non-protein coding RNA 57","LINC00057, NCRNA00057, UHG",Yes
PA162404106,SNHG10,small nucleolar RNA host gene 10 (non-protein coding),"long intergenic non-protein coding RNA 63, non-protein coding RNA 63","FLJ40557, LINC00063, NCRNA00063",Yes
PA162404110,SNHG11,small nucleolar RNA host gene 11 (non-protein coding),long intergenic non-protein coding RNA 101,LINC00101,Yes
PA164725998,SNHG12,small nucleolar RNA host gene 12 (non-protein coding),long intergenic non-protein coding RNA 100,"LINC00100, PNAS-123",Yes
PA147358570,SNHG15,small nucleolar RNA host gene 15 (non-protein coding),Unknown,FLJ38860,Yes
PA34484,SNHG3,small nucleolar RNA host gene 3 (non-protein coding),non-protein coding RNA 14,"NCRNA00014, U17HG, U17HG-A",Yes
PA38786,SNHG32,small nucleolar RNA host gene 32,chromosome 6 open reading frame 48,"C6orf48, D6S57, G8",Yes
PA147357290,SNHG4,small nucleolar RNA host gene 4 (non-protein coding),non-protein coding RNA 59,"NCRNA00059, U19H",Yes
PA134922440,SNHG5,small nucleolar RNA host gene 5 (non-protein coding),"long intergenic non-protein coding RNA 44, non-protein coding RNA 44","LINC00044, MGC16362, NCRNA00044, U50HG, bA33E24.2",Yes
PA147357291,SNHG6,small nucleolar RNA host gene 6 (non-protein coding),non-protein coding RNA 58,"HBII-276HG, NCRNA00058, U87HG",Yes
PA147357292,SNHG7,small nucleolar RNA host gene 7 (non-protein coding),non-protein coding RNA 61,"MGC16037, NCRNA00061",Yes
PA147357293,SNHG8,small nucleolar RNA host gene 8 (non-protein coding),"long intergenic non-protein coding RNA 60, non-protein coding RNA 60","LINC00060, NCRNA00060",Yes
PA147357294,SNHG9,small nucleolar RNA host gene 9 (non-protein coding),non-protein coding RNA 62,"DKFZp686N06141, NCRNA00062",Yes
PA142670893,SNIP1,Smad nuclear interacting protein 1,PML1 homolog (yeast),PML1,Yes
PA35991,SNN,stannin,hemotin,Unknown,Yes
PA144596350,SNORA1,"small nucleolar RNA, H/ACA box 1",Unknown,ACA1,Yes
PA144596332,SNORA10,"small nucleolar RNA, H/ACA box 10",Unknown,ACA10,Yes
PA144596333,SNORA11,"small nucleolar RNA, H/ACA box 11","small nucleolar RNA, H/ACA box 11A","SNORA11A, U107",Yes
PA162404151,SNORA11B,"small nucleolar RNA, H/ACA box 11B",Unknown,Unknown,Yes
PA162404152,SNORA11C,"small nucleolar RNA, H/ACA box 11C",Unknown,Unknown,Yes
PA162404153,SNORA11D,"small nucleolar RNA, H/ACA box 11D",Unknown,Unknown,Yes
PA162404154,SNORA11E,"small nucleolar RNA, H/ACA box 11E",Unknown,Unknown,Yes
PA144596334,SNORA12,"small nucleolar RNA, H/ACA box 12",Unknown,U108,Yes
PA144596335,SNORA13,"small nucleolar RNA, H/ACA box 13",Unknown,ACA13,Yes
PA144596336,SNORA14A,"small nucleolar RNA, H/ACA box 14A",Unknown,ACA14a,Yes
PA144596337,SNORA14B,"small nucleolar RNA, H/ACA box 14B",Unknown,ACA14b,Yes
PA144596338,SNORA15,"small nucleolar RNA, H/ACA box 15",Unknown,ACA15,Yes
PA144596339,SNORA16A,"small nucleolar RNA, H/ACA box 16A",Unknown,ACA16,Yes
PA144596340,SNORA16B,"small nucleolar RNA, H/ACA box 16B",Unknown,U98b,Yes
PA144596342,SNORA18,"small nucleolar RNA, H/ACA box 18",Unknown,ACA18,Yes
PA144596343,SNORA19,"small nucleolar RNA, H/ACA box 19",Unknown,ACA19,Yes
PA144596344,SNORA20,"small nucleolar RNA, H/ACA box 20",Unknown,ACA20,Yes
PA144596345,SNORA21,"small nucleolar RNA, H/ACA box 21",Unknown,ACA21,Yes
PA144596346,SNORA22,"small nucleolar RNA, H/ACA box 22",Unknown,ACA22,Yes
PA144596347,SNORA23,"small nucleolar RNA, H/ACA box 23",Unknown,ACA23,Yes
PA144596348,SNORA24,"small nucleolar RNA, H/ACA box 24",Unknown,ACA24,Yes
PA144596349,SNORA25,"small nucleolar RNA, H/ACA box 25",Unknown,ACA25,Yes
PA144596302,SNORA26,"small nucleolar RNA, H/ACA box 26",Unknown,HBI-6,Yes
PA144596303,SNORA27,"small nucleolar RNA, H/ACA box 27",Unknown,ACA27,Yes
PA144596304,SNORA28,"small nucleolar RNA, H/ACA box 28",Unknown,ACA28,Yes
PA144596305,SNORA29,"small nucleolar RNA, H/ACA box 29",Unknown,ACA29,Yes
PA144596351,SNORA2A,"small nucleolar RNA, H/ACA box 2A",Unknown,ACA2A,Yes
PA144596352,SNORA2B,"small nucleolar RNA, H/ACA box 2B",Unknown,ACA2b,Yes
PA144596306,SNORA30,"small nucleolar RNA, H/ACA box 30",Unknown,ACA30,Yes
PA144596307,SNORA31,"small nucleolar RNA, H/ACA box 31",Unknown,ACA31,Yes
PA144596308,SNORA32,"small nucleolar RNA, H/ACA box 32",Unknown,ACA32,Yes
PA144596309,SNORA33,"small nucleolar RNA, H/ACA box 33",Unknown,ACA33,Yes
PA144596311,SNORA35,"small nucleolar RNA, H/ACA box 35",Unknown,HBI-36,Yes
PA144596312,SNORA36A,"small nucleolar RNA, H/ACA box 36A",Unknown,ACA36,Yes
PA144596313,SNORA36B,"small nucleolar RNA, H/ACA box 36B",Unknown,ACA36b,Yes
PA162404155,SNORA36C,"small nucleolar RNA, H/ACA box 36C",Unknown,Unknown,Yes
PA144596314,SNORA37,"small nucleolar RNA, H/ACA box 37",Unknown,ACA37,Yes
PA144596315,SNORA38,"small nucleolar RNA, H/ACA box 38",Unknown,ACA38,Yes
PA162404156,SNORA38B,"small nucleolar RNA, H/ACA box 38B",Unknown,Unknown,Yes
PA144596354,SNORA4,"small nucleolar RNA, H/ACA box 4",Unknown,ACA4,Yes
PA144596317,SNORA40,"small nucleolar RNA, H/ACA box 40",Unknown,ACA40,Yes
PA144596318,SNORA41,"small nucleolar RNA, H/ACA box 41",Unknown,ACA41,Yes
PA144596321,SNORA44,"small nucleolar RNA, H/ACA box 44",Unknown,ACA44,Yes
PA144596323,SNORA46,"small nucleolar RNA, H/ACA box 46",Unknown,ACA46,Yes
PA144596324,SNORA47,"small nucleolar RNA, H/ACA box 47",Unknown,HBI-115,Yes
PA144596325,SNORA48,"small nucleolar RNA, H/ACA box 48",Unknown,ACA48,Yes
PA144596288,SNORA49,"small nucleolar RNA, H/ACA box 49",Unknown,ACA49,Yes
PA144596290,SNORA51,"small nucleolar RNA, H/ACA box 51",Unknown,ACA51,Yes
PA144596291,SNORA52,"small nucleolar RNA, H/ACA box 52",Unknown,ACA52,Yes
PA144596292,SNORA53,"small nucleolar RNA, H/ACA box 53",Unknown,ACA53,Yes
PA144596293,SNORA54,"small nucleolar RNA, H/ACA box 54",Unknown,ACA54,Yes
PA144596294,SNORA55,"small nucleolar RNA, H/ACA box 55",Unknown,ACA55,Yes
PA144596295,SNORA56,"small nucleolar RNA, H/ACA box 56",Unknown,ACA56,Yes
PA144596296,SNORA57,"small nucleolar RNA, H/ACA box 57",Unknown,U99,Yes
PA144596297,SNORA58,"small nucleolar RNA, H/ACA box 58",Unknown,ACA58,Yes
PA144596298,SNORA59A,"small nucleolar RNA, H/ACA box 59A",Unknown,ACA59,Yes
PA144596299,SNORA59B,"small nucleolar RNA, H/ACA box 59B",Unknown,ACA59,Yes
PA144596355,SNORA5A,"small nucleolar RNA, H/ACA box 5A",Unknown,ACA5,Yes
PA144596356,SNORA5B,"small nucleolar RNA, H/ACA box 5B",Unknown,ACA5b,Yes
PA144596326,SNORA5C,"small nucleolar RNA, H/ACA box 5C",Unknown,ACA5c,Yes
PA144596327,SNORA6,"small nucleolar RNA, H/ACA box 6",Unknown,ACA6,Yes
PA144596300,SNORA60,"small nucleolar RNA, H/ACA box 60",Unknown,ACA60,Yes
PA144596301,SNORA61,"small nucleolar RNA, H/ACA box 61",Unknown,ACA61,Yes
PA34472,SNORA62,"small nucleolar RNA, H/ACA box 62",Unknown,"E2, E2-1",Yes
PA34471,SNORA63,"small nucleolar RNA, H/ACA box 63",Unknown,"E3, E3-2",Yes
PA34588,SNORA64,"small nucleolar RNA, H/ACA box 64",Unknown,U64,Yes
PA34589,SNORA65,"small nucleolar RNA, H/ACA box 65",Unknown,U65,Yes
PA34590,SNORA66,"small nucleolar RNA, H/ACA box 66",Unknown,U66,Yes
PA34591,SNORA67,"small nucleolar RNA, H/ACA box 67",Unknown,U67,Yes
PA34592,SNORA68,"small nucleolar RNA, H/ACA box 68",Unknown,U68,Yes
PA34593,SNORA69,"small nucleolar RNA, H/ACA box 69",Unknown,U69,Yes
PA34598,SNORA70,"small nucleolar RNA, H/ACA box 70",Unknown,"DXS648E, U70",Yes
PA162404160,SNORA70B,"small nucleolar RNA, H/ACA box 70B",Unknown,Unknown,Yes
PA162404164,SNORA70C,"small nucleolar RNA, H/ACA box 70C",Unknown,Unknown,Yes
PA164725999,SNORA70D,"small nucleolar RNA, H/ACA box 70D",Unknown,U70D,Yes
PA164726000,SNORA70E,"small nucleolar RNA, H/ACA box 70E",Unknown,U70E,Yes
PA164726001,SNORA70F,"small nucleolar RNA, H/ACA box 70F",Unknown,U70F,Yes
PA164726002,SNORA70G,"small nucleolar RNA, H/ACA box 70G",Unknown,U70G,Yes
PA34599,SNORA71A,"small nucleolar RNA, H/ACA box 71A",Unknown,U71a,Yes
PA34600,SNORA71B,"small nucleolar RNA, H/ACA box 71B",Unknown,U71b,Yes
PA144596274,SNORA71C,"small nucleolar RNA, H/ACA box 71C",Unknown,U71c,Yes
PA144596275,SNORA71D,"small nucleolar RNA, H/ACA box 71D",Unknown,U71d,Yes
PA34601,SNORA72,"small nucleolar RNA, H/ACA box 72",Unknown,U72,Yes
PA34481,SNORA73A,"small nucleolar RNA, H/ACA box 73A",Unknown,"E1, E1-7, E1b, U17A",Yes
PA34482,SNORA73B,"small nucleolar RNA, H/ACA box 73B",Unknown,"RNU105A, U17B",Yes
PA34485,SNORA74A,"small nucleolar RNA, H/ACA box 74A",Unknown,U19,Yes
PA144596276,SNORA74B,"small nucleolar RNA, H/ACA box 74B",Unknown,U19-2,Yes
PA144596277,SNORA75,"small nucleolar RNA, H/ACA box 75",Unknown,U23,Yes
PA144596279,SNORA77,"small nucleolar RNA, H/ACA box 77",Unknown,ACA63,Yes
PA144596280,SNORA78,"small nucleolar RNA, H/ACA box 78",Unknown,ACA64,Yes
PA144596281,SNORA79,"small nucleolar RNA, H/ACA box 79",Unknown,ACA65,Yes
PA144596328,SNORA7A,"small nucleolar RNA, H/ACA box 7A",Unknown,ACA7,Yes
PA144596329,SNORA7B,"small nucleolar RNA, H/ACA box 7B",Unknown,ACA7B,Yes
PA144596330,SNORA8,"small nucleolar RNA, H/ACA box 8",Unknown,ACA8,Yes
PA164726003,SNORA80B,"small nucleolar RNA, H/ACA box 80B",Unknown,ACA67B,Yes
PA144596283,SNORA81,"small nucleolar RNA, H/ACA box 81",Unknown,HBI-61,Yes
PA162404165,SNORA84,"small nucleolar RNA, H/ACA box 84",Unknown,Unknown,Yes
PA144596331,SNORA9,"small nucleolar RNA, H/ACA box 9",Unknown,ACA9,Yes
PA162379659,SNORC,secondary ossification center associated regulator of chondrocyte maturation,"Small Novel Rich in Cartilage, chromosome 2 open reading frame 82","ASCL830, C2orf82, UNQ830",Yes
PA145007807,SNORD10,"small nucleolar RNA, C/D box 10",Unknown,mgU6-77,Yes
PA145007748,SNORD100,"small nucleolar RNA, C/D box 100",Unknown,HBII-429,Yes
PA145007752,SNORD101,"small nucleolar RNA, C/D box 101",Unknown,U101,Yes
PA34464,SNORD102,"small nucleolar RNA, C/D box 102",Unknown,U102,Yes
PA145007756,SNORD103A,"small nucleolar RNA, C/D box 103A",Unknown,U103,Yes
PA145007757,SNORD103B,"small nucleolar RNA, C/D box 103B",Unknown,U103B,Yes
PA145007758,SNORD104,"small nucleolar RNA, C/D box 104",Unknown,U104,Yes
